Confusable,Canonical Character,Languages
"ʼQ","’Q","ʼWuik̓ala"
"ʼT","’T","ʼWuik̓ala"
"ʼW","’W","ʼWuik̓ala"
"ʼY","’Y","ʼWuik̓ala"
"ʼa","'a","Dakelh"
"ʼa","’a","Dakelh,X̄enaksialak̓ala / X̄aʼislak̓ala"
"ʼai","’ai","Dakelh"
"ʼaiʼ","’ai’","Dakelh"
"ʼaʼ","’a’","Dakelh"
"ʼe","'e","Dakelh"
"ʼe","’e","Dakelh,X̄enaksialak̓ala / X̄aʼislak̓ala"
"ʼeʼ","’e’","Dakelh"
"ʼi","'i","Dakelh"
"ʼi","’i","Dakelh,X̄enaksialak̓ala / X̄aʼislak̓ala"
"ʼiʼ","’i’","Dakelh"
"ʼl","'l","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"ʼl","ˈl","Sm'algya̱x"
"ʼm","'m","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Nedutʼen / Witsuwitʼen,Sm'algya̱x"
"ʼm","ˈm","Sm'algya̱x"
"ʼn","'n","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Nedutʼen / Witsuwitʼen,Sm'algya̱x"
"ʼn","ˈn","Sm'algya̱x"
"ʼo","'o","Dakelh"
"ʼo","’o","Dakelh,X̄enaksialak̓ala / X̄aʼislak̓ala"
"ʼoo","’oo","Dakelh"
"ʼooʼ","’oo’","Dakelh"
"ʼoʼ","’o’","Dakelh"
"ʼu","'u","Dakelh"
"ʼu","’u","Dakelh,X̄enaksialak̓ala / X̄aʼislak̓ala"
"ʼuʼ","’u’","Dakelh"
"ʼw","'w","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x"
"ʼw","ˈw","Sm'algya̱x"
"ʼy","'y","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x"
"ʼy","ˈy","Sm'algya̱x"
"ʼẅ","'ẅ","Sm'algya̱x"
"ʼẅ","ˈẅ","Sm'algya̱x"
"ˀ","ɂ","Dene Kʼe"
"ˇg","ǧ","ʼWuik̓ala"
"ˇx","x̌","ʼWuik̓ala"
"ˈ","'","Dakelh,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,kwakiutl,Kwak̕wala,Sgüüx̱s,Sm'algya̱x,Tseʼkhene,X̱aad Kil / X̱aayda Kil"
"ˈ","ʼ","Danezāgéʼ,Southern Tutchone"
"ˈ","’","Dakelh,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nedutʼen / Witsuwitʼen,Tāłtān,Tseʼkhene,X̱aad Kil / X̱aayda Kil"
"ˈC","’C","ʼWuik̓ala"
"ˈK","’K","ʼWuik̓ala"
"ˈL","’L","ʼWuik̓ala"
"ˈM","’M","ʼWuik̓ala"
"ˈN","’N","ʼWuik̓ala"
"ˈP","’P","ʼWuik̓ala"
"ˈQ","’Q","ʼWuik̓ala"
"ˈT","’T","ʼWuik̓ala"
"ˈW","’W","ʼWuik̓ala"
"ˈY","’Y","ʼWuik̓ala"
"ˈa","'a","Dakelh"
"ˈa","’a","Dakelh"
"ˈai","’ai","Dakelh"
"ˈaiˈ","’ai’","Dakelh"
"ˈaˈ","’a’","Dakelh"
"ˈe","'e","Dakelh"
"ˈe","’e","Dakelh"
"ˈeˈ","’e’","Dakelh"
"ˈi","'i","Dakelh"
"ˈi","’i","Dakelh"
"ˈiˈ","’i’","Dakelh"
"ˈl","'l","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"ˈm","'m","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x"
"ˈn","'n","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x"
"ˈo","'o","Dakelh"
"ˈo","’o","Dakelh"
"ˈoo","’oo","Dakelh"
"ˈooˈ","’oo’","Dakelh"
"ˈoˈ","’o’","Dakelh"
"ˈu","'u","Dakelh"
"ˈu","’u","Dakelh"
"ˈuˈ","’u’","Dakelh"
"ˈw","'w","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x"
"ˈy","'y","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x"
"ˈẅ","'ẅ","Sm'algya̱x"
"̌G","ˇG","ʼWuik̓ala"
"̌X","ˇX","ʼWuik̓ala"
"̒","'","Dakelh,Tseʼkhene"
"̒","ʼ","Danezāgéʼ,Southern Tutchone"
"̒","ˈ","Sm'algya̱x"
"̒","’","Dakelh,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nedutʼen / Witsuwitʼen,Tāłtān,Tseʼkhene,X̱aad Kil / X̱aayda Kil"
"̒C","’C","ʼWuik̓ala"
"̒K","’K","ʼWuik̓ala"
"̒L","’L","ʼWuik̓ala"
"̒M","’M","ʼWuik̓ala"
"̒N","’N","ʼWuik̓ala"
"̒P","’P","ʼWuik̓ala"
"̒Q","’Q","ʼWuik̓ala"
"̒T","’T","ʼWuik̓ala"
"̒W","’W","ʼWuik̓ala"
"̒Y","’Y","ʼWuik̓ala"
"̒a","’a","Dakelh"
"̒a ̒","’a’","Dakelh"
"̒ai","’ai","Dakelh"
"̒ai ̒","’ai’","Dakelh"
"̒e","’e","Dakelh"
"̒e ̒","’e’","Dakelh"
"̒i","’i","Dakelh"
"̒l","ˈl","Sm'algya̱x"
"̒m","ˈm","Sm'algya̱x"
"̒n","ˈn","Sm'algya̱x"
"̒o","’o","Dakelh"
"̒o ̒","’o’","Dakelh"
"̒oo","’oo","Dakelh"
"̒oo ̒","’oo’","Dakelh"
"̒u","’u","Dakelh"
"̒u ̒","’u’","Dakelh"
"̒w","ˈw","Sm'algya̱x"
"̒y","ˈy","Sm'algya̱x"
"̒ẅ","'ẅ","Sm'algya̱x"
"̒ẅ","ˈẅ","Sm'algya̱x"
"̓","'","Tseʼkhene"
"̓","ʼ","Danezāgéʼ,Southern Tutchone"
"̓ ̕","'","Dakelh"
"̓ ̕","ˈ","Sm'algya̱x"
"̓ ̕","’","Dakelh,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nedutʼen / Witsuwitʼen,Tāłtān,Tseʼkhene,X̱aad Kil / X̱aayda Kil"
"̓ ̕e","’e","Dakelh"
"̓ ̕u","’u","Dakelh"
"̓C","’C","ʼWuik̓ala"
"̓K","’K","ʼWuik̓ala"
"̓L","’L","ʼWuik̓ala"
"̓M","’M","ʼWuik̓ala"
"̓N","’N","ʼWuik̓ala"
"̓P","’P","ʼWuik̓ala"
"̓Q","’Q","ʼWuik̓ala"
"̓T","’T","ʼWuik̓ala"
"̓W","’W","ʼWuik̓ala"
"̓Y","’Y","ʼWuik̓ala"
"̓ẅ","'ẅ","Sm'algya̱x"
"̔","'","Dakelh,Tseʼkhene"
"̔","ʼ","Danezāgéʼ,Southern Tutchone"
"̔","ˈ","Sm'algya̱x"
"̔","’","Dakelh,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nedutʼen / Witsuwitʼen,Tāłtān,Tseʼkhene,X̱aad Kil / X̱aayda Kil"
"̔C","’C","ʼWuik̓ala"
"̔K","’K","ʼWuik̓ala"
"̔L","’L","ʼWuik̓ala"
"̔M","’M","ʼWuik̓ala"
"̔N","’N","ʼWuik̓ala"
"̔P","’P","ʼWuik̓ala"
"̔Q","’Q","ʼWuik̓ala"
"̔T","’T","ʼWuik̓ala"
"̔W","’W","ʼWuik̓ala"
"̔Y","’Y","ʼWuik̓ala"
"̔a","’a","Dakelh"
"̔a ̔","’a’","Dakelh"
"̔ai","’ai","Dakelh"
"̔ai ̔","’ai’","Dakelh"
"̔e","’e","Dakelh"
"̔e ̔","’e’","Dakelh"
"̔i","’i","Dakelh"
"̔l","ˈl","Sm'algya̱x"
"̔m","ˈm","Sm'algya̱x"
"̔n","ˈn","Sm'algya̱x"
"̔o","’o","Dakelh"
"̔o ̔","’o’","Dakelh"
"̔oo","’oo","Dakelh"
"̔oo ̔","’oo’","Dakelh"
"̔u","’u","Dakelh"
"̔u ̔","’u’","Dakelh"
"̔w","ˈw","Sm'algya̱x"
"̔y","ˈy","Sm'algya̱x"
"̔ẅ","'ẅ","Sm'algya̱x"
"̔ẅ","ˈẅ","Sm'algya̱x"
"̕","'","Sm'algya̱x,Tseʼkhene"
"̕","ʼ","Danezāgéʼ,Southern Tutchone"
"̕C","’C","ʼWuik̓ala"
"̕K","’K","ʼWuik̓ala"
"̕L","’L","ʼWuik̓ala"
"̕M","’M","ʼWuik̓ala"
"̕N","’N","ʼWuik̓ala"
"̕P","’P","ʼWuik̓ala"
"̕Q","’Q","ʼWuik̓ala"
"̕T","’T","ʼWuik̓ala"
"̕W","’W","ʼWuik̓ala"
"̕Y","’Y","ʼWuik̓ala"
"̕a","’a","Dakelh"
"̕ai","’ai","Dakelh"
"̕i","’i","Dakelh"
"̕l","ˈl","Sm'algya̱x"
"̕m","ˈm","Sm'algya̱x"
"̕n","ˈn","Sm'algya̱x"
"̕o","’o","Dakelh"
"̕oo","’oo","Dakelh"
"̕oo ̕","’oo’","Dakelh"
"̕u ̕","’u’","Dakelh"
"̕w","ˈw","Sm'algya̱x"
"̕y","ˈy","Sm'algya̱x"
"̕ẅ","'ẅ","Sm'algya̱x"
"̕ẅ","ˈẅ","Sm'algya̱x"
"̠","̲","Dakelh"
"̱","̲","Dakelh"
"Θ","θ","Éy7á7juuthem,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓"
"Χ","χ","Éy7á7juuthem"
"Χʷ","χʷ","Éy7á7juuthem"
"γ","ɣ","Nsyilxcən"
"θ","θ","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓"
"λ̷","ƛ","diitiidʔaaʔtx̣,Éy7á7juuthem,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Kwak̕wala,kyuquot-checleseht,nuučaan̓uł"
"λ̷̍","ƛ̓","Éy7á7juuthem,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"λ̷̒","ƛ̓","Éy7á7juuthem,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"λ̷̓","ƛ̓","Éy7á7juuthem,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"λ̷̔","ƛ̓","Éy7á7juuthem,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"λ̷̕","ƛ̓","Éy7á7juuthem,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"λ̸","ƛ","diitiidʔaaʔtx̣,Éy7á7juuthem,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Kwak̕wala,kyuquot-checleseht,nuučaan̓uł"
"λ̸̍","ƛ̓","Éy7á7juuthem,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"λ̸̒","ƛ̓","Éy7á7juuthem,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"λ̸̔","ƛ̓","Éy7á7juuthem,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"λ̸̕","ƛ̓","Éy7á7juuthem,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"ϴ","θ","Éy7á7juuthem,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓"
"Ќ","K'","Dakelh,Nedutʼen / Witsuwitʼen,Sgüüx̱s,Tseʼkhene,X̱aad Kil / X̱aayda Kil"
"Ќ","K̓","Haíɫzaqvḷa,kwakiutl,Kwak̕wala,Nɬeʔkepmxcín,Secwepemctsín,St̓át̓imcets"
"Ќ","K’","Nedutʼen / Witsuwitʼen,Nuxalk,Tāłtān"
"Ќ","Ḱ","SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"ЌV","K̓V","Haíɫzaqvḷa"
"Ќw","K̓w","Secwepemctsín,St̓át̓imcets"
"Ќw","K̕w","kwakiutl,Kwak̕wala"
"Ќʷ","K̓ʷ","Nɬeʔkepmxcín,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"Ќ̱","Ḵ'","Sgüüx̱s,X̱aad Kil / X̱aayda Kil"
"Ќ̲","Ḵ'","Sgüüx̱s,X̱aad Kil / X̱aayda Kil"
"՚","'","Dakelh,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,kwakiutl,Kwak̕wala,Nisg̱aʼa,Sgüüx̱s,Sm'algya̱x,Tseʼkhene,X̱aad Kil / X̱aayda Kil"
"՚","ʼ","Danezāgéʼ,Southern Tutchone"
"՚","ˈ","Sm'algya̱x"
"՚","’","Dakelh,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nedutʼen / Witsuwitʼen,Tāłtān,Tseʼkhene,X̱aad Kil / X̱aayda Kil,X̄enaksialak̓ala / X̄aʼislak̓ala"
"՚C","’C","ʼWuik̓ala"
"՚K","’K","ʼWuik̓ala"
"՚L","’L","ʼWuik̓ala"
"՚M","’M","ʼWuik̓ala"
"՚N","’N","ʼWuik̓ala"
"՚P","’P","ʼWuik̓ala"
"՚Q","’Q","ʼWuik̓ala"
"՚T","’T","ʼWuik̓ala"
"՚W","’W","ʼWuik̓ala"
"՚Y","’Y","ʼWuik̓ala"
"՚a","'a","Dakelh"
"՚a","’a","Dakelh,X̄enaksialak̓ala / X̄aʼislak̓ala"
"՚ai","’ai","Dakelh"
"՚ai՚","’ai’","Dakelh"
"՚a՚","’a’","Dakelh"
"՚e","'e","Dakelh"
"՚e","’e","Dakelh,X̄enaksialak̓ala / X̄aʼislak̓ala"
"՚e՚","’e’","Dakelh"
"՚i","'i","Dakelh"
"՚i","’i","Dakelh,X̄enaksialak̓ala / X̄aʼislak̓ala"
"՚i՚","’i’","Dakelh"
"՚l","'l","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"՚l","ˈl","Sm'algya̱x"
"՚m","'m","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x"
"՚m","ˈm","Sm'algya̱x"
"՚n","'n","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x"
"՚n","ˈn","Sm'algya̱x"
"՚o","'o","Dakelh"
"՚o","’o","Dakelh,X̄enaksialak̓ala / X̄aʼislak̓ala"
"՚oo","’oo","Dakelh"
"՚oo՚","’oo’","Dakelh"
"՚o՚","’o’","Dakelh"
"՚u","'u","Dakelh"
"՚u","’u","Dakelh,X̄enaksialak̓ala / X̄aʼislak̓ala"
"՚u՚","’u’","Dakelh"
"՚w","'w","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x"
"՚w","ˈw","Sm'algya̱x"
"՚y","'y","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Sm'algya̱x"
"՚y","ˈy","Sm'algya̱x"
"՚ẅ","'ẅ","Sm'algya̱x"
"՚ẅ","ˈẅ","Sm'algya̱x"
"ॽ","ɂ","Dene Kʼe"
"ॽ","ʔ","Dane-Ẕaa,diitiidʔaaʔtx̣,Éy7á7juuthem,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,kyuquot-checleseht,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke,she shashishalhem,Tsilhqotʼin"
"ᐧ","·","Ktunaxa"
"ᑦ","ᒼ","nēhiyawēwin"
"ᴐ","ɔ","Éy7á7juuthem"
"ᴐy","ɔy","Éy7á7juuthem"
"ḏ","d̲","Dakelh"
"ḏẕ","d̲z̲","Dakelh,Dane-Ẕaa"
"ḱ","k̓","Éy7á7juuthem,kwakiutl,Kwak̕wala,nuučaan̓uł,Secwepemctsín,St̓át̓imcets"
"ḱ","k’","Nedutʼen / Witsuwitʼen,Tseʼkhene"
"ḱw","k̓w","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,St̓át̓imcets"
"ḱʷ","k̓ʷ","Éy7á7juuthem"
"Ḵ","K̲","Nɬeʔkepmxcín"
"Ḵ","Ḵ","kwakiutl,Kwak̕wala,Sgüüx̱s"
"Ḵ'","Ḵ'","Sgüüx̱s"
"Ḵw","K̲w","Nɬeʔkepmxcín"
"Ḵw","Ḵw","kwakiutl,Kwak̕wala"
"Ḵʼ","Ḵ'","Nisg̱aʼa,Sgüüx̱s,X̱aad Kil / X̱aayda Kil"
"Ḵʼw","Ḵ̕w","kwakiutl,Kwak̕wala"
"Ḵˈ","Ḵ'","Sgüüx̱s,X̱aad Kil / X̱aayda Kil"
"Ḵˈw","Ḵ̕w","kwakiutl,Kwak̕wala"
"Ḵ̒","Ḵ'","Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"Ḵ̒w","Ḵ̕w","kwakiutl,Kwak̕wala"
"Ḵ̓","Ḵ'","Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"Ḵ̓","Ḵ̓","kwakiutl,Kwak̕wala"
"Ḵ̓w","Ḵ̕w","kwakiutl,Kwak̕wala"
"Ḵ̔","Ḵ'","Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"Ḵ̔w","Ḵ̕w","kwakiutl,Kwak̕wala"
"Ḵ̕","Ḵ'","Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"Ḵ̕w","Ḵ̕w","kwakiutl,Kwak̕wala"
"Ḵ՚","Ḵ'","Nisg̱aʼa,Sgüüx̱s,X̱aad Kil / X̱aayda Kil"
"Ḵ՚w","Ḵ̕w","kwakiutl,Kwak̕wala"
"Ḵ’","Ḵ'","Nisg̱aʼa,Sgüüx̱s,X̱aad Kil / X̱aayda Kil"
"Ḵ’w","Ḵ̕w","kwakiutl,Kwak̕wala"
"Ḵ＇","Ḵ'","Sgüüx̱s,X̱aad Kil / X̱aayda Kil"
"ḵ","k̲","Nɬeʔkepmxcín"
"ḵ","ḵ","kwakiutl,Kwak̕wala,Sgüüx̱s"
"ḵ'","ḵ'","Sgüüx̱s,X̱aad Kil / X̱aayda Kil"
"ḵ'","ḵˈ","Sm'algya̱x"
"ḵ'","ḵ̕","she shashishalhem"
"ḵ'","ḵ’","Lingít"
"ḵw","ḵw","kwakiutl,Kwak̕wala"
"ḵw'","ḵw̕","she shashishalhem"
"ḵwʼ","ḵw̕","she shashishalhem"
"ḵwˈ","ḵw̕","she shashishalhem"
"ḵw̒","ḵw̕","she shashishalhem"
"ḵw̓","ḵw̕","she shashishalhem"
"ḵw̔","ḵw̕","she shashishalhem"
"ḵw’","ḵw̕","she shashishalhem"
"ḵʼ","ḵ'","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Nisg̱aʼa,Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"ḵʼ","ḵˈ","Sm'algya̱x"
"ḵʼ","ḵ̓","kwakiutl,Kwak̕wala"
"ḵʼw","ḵ̕w","kwakiutl,Kwak̕wala"
"ḵˈ","ḵ'","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Nisg̱aʼa,Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"ḵˈ","ḵ̓","kwakiutl,Kwak̕wala"
"ḵˈw","ḵ̕w","kwakiutl,Kwak̕wala"
"ḵ̒","ḵ'","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Nisg̱aʼa,Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"ḵ̒","ḵ̓","kwakiutl,Kwak̕wala"
"ḵ̒w","ḵ̕w","kwakiutl,Kwak̕wala"
"ḵ̓","ḵ'","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Nisg̱aʼa,Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"ḵ̓","ḵˈ","Sm'algya̱x"
"ḵ̓","ḵ̓","kwakiutl,Kwak̕wala"
"ḵ̓w","ḵ̕w","kwakiutl,Kwak̕wala"
"ḵ̔","ḵ'","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Nisg̱aʼa,Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"ḵ̔","ḵ̓","kwakiutl,Kwak̕wala"
"ḵ̔w","ḵ̕w","kwakiutl,Kwak̕wala"
"ḵ̕","ḵ'","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Nisg̱aʼa,Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"ḵ̕","ḵˈ","Sm'algya̱x"
"ḵ̕","ḵ̓","kwakiutl,Kwak̕wala"
"ḵ̕","ḵ’","Lingít"
"ḵ̕w","ḵ̕w","kwakiutl,Kwak̕wala"
"ḵ՚","ḵ'","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Nisg̱aʼa,Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"ḵ՚","ḵˈ","Sm'algya̱x"
"ḵ՚","ḵ̓","kwakiutl,Kwak̕wala"
"ḵ՚","ḵ’","Lingít"
"ḵ՚w","ḵ̕w","kwakiutl,Kwak̕wala"
"ḵ’","ḵ'","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Nisg̱aʼa,Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"ḵ’","ḵˈ","Sm'algya̱x"
"ḵ’","ḵ̓","kwakiutl,Kwak̕wala"
"ḵ’","ḵ̕","she shashishalhem"
"ḵ’w","ḵ̕w","kwakiutl,Kwak̕wala"
"ḵ＇","ḵ'","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Nisg̱aʼa,Sgüüx̱s,Sm'algya̱x,X̱aad Kil / X̱aayda Kil"
"ḵ＇","ḵˈ","Sm'algya̱x"
"ḵ＇","ḵ̓","kwakiutl,Kwak̕wala"
"ḵ＇","ḵ’","Lingít"
"Ḷʼ","Ḷ̓","Haíɫzaqvḷa"
"Ḷˈ","Ḷ̓","Haíɫzaqvḷa"
"Ḷ̒","Ḷ̓","Haíɫzaqvḷa"
"Ḷ̔","Ḷ̓","Haíɫzaqvḷa"
"Ḷ̕","Ḷ̓","Haíɫzaqvḷa"
"Ḷ՚","Ḷ̓","Haíɫzaqvḷa"
"Ḷ’","Ḷ̓","Haíɫzaqvḷa"
"ḷʼ","ḷ̓","Haíɫzaqvḷa"
"ḷˈ","ḷ̓","Haíɫzaqvḷa"
"ḷ̒","ḷ̓","Haíɫzaqvḷa"
"ḷ̔","ḷ̓","Haíɫzaqvḷa"
"ḷ̕","ḷ̓","Haíɫzaqvḷa"
"ḷ՚","ḷ̓","Haíɫzaqvḷa"
"ḷ’","ḷ̓","Haíɫzaqvḷa"
"Ḻ","L̲","St̓át̓imcets"
"ḻ","l̲","St̓át̓imcets"
"ḿ","m̓","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,nuučaan̓uł,Secwepemctsín,St̓át̓imcets"
"Ṃʼ","Ṃ̓","Haíɫzaqvḷa"
"Ṃˈ","Ṃ̓","Haíɫzaqvḷa"
"Ṃ̒","Ṃ̓","Haíɫzaqvḷa"
"Ṃ̔","Ṃ̓","Haíɫzaqvḷa"
"Ṃ̕","Ṃ̓","Haíɫzaqvḷa"
"Ṃ՚","Ṃ̓","Haíɫzaqvḷa"
"Ṃ’","Ṃ̓","Haíɫzaqvḷa"
"ṃʼ","ṃ̓","Haíɫzaqvḷa"
"ṃˈ","ṃ̓","Haíɫzaqvḷa"
"ṃ̒","ṃ̓","Haíɫzaqvḷa"
"ṃ̔","ṃ̓","Haíɫzaqvḷa"
"ṃ̕","ṃ̓","Haíɫzaqvḷa"
"ṃ՚","ṃ̓","Haíɫzaqvḷa"
"ṃ’","ṃ̓","Haíɫzaqvḷa"
"Ṇʼ","Ṇ̓","Haíɫzaqvḷa"
"Ṇˈ","Ṇ̓","Haíɫzaqvḷa"
"Ṇ̒","Ṇ̓","Haíɫzaqvḷa"
"Ṇ̔","Ṇ̓","Haíɫzaqvḷa"
"Ṇ̕","Ṇ̓","Haíɫzaqvḷa"
"Ṇ՚","Ṇ̓","Haíɫzaqvḷa"
"Ṇ’","Ṇ̓","Haíɫzaqvḷa"
"ṇʼ","ṇ̓","Haíɫzaqvḷa"
"ṇˈ","ṇ̓","Haíɫzaqvḷa"
"ṇ̒","ṇ̓","Haíɫzaqvḷa"
"ṇ̔","ṇ̓","Haíɫzaqvḷa"
"ṇ̕","ṇ̓","Haíɫzaqvḷa"
"ṇ՚","ṇ̓","Haíɫzaqvḷa"
"ṇ’","ṇ̓","Haíɫzaqvḷa"
"ṕ","p̓","Éy7á7juuthem,Secwepemctsín"
"Ṯs̠","T̲s̲","St̓át̓imcets"
"Ṯs̱","T̲s̲","St̓át̓imcets"
"Ṯs̲","T̲s̲","St̓át̓imcets"
"ṯ","t̲","Dakelh"
"ṯs̠","t̲s̲","Dakelh,Dane-Ẕaa,St̓át̓imcets"
"ṯs̠'","t̲s̲'","Dakelh"
"ṯs̠'","t̲s̲’","Dakelh,Dane-Ẕaa"
"ṯs̠ʼ","t̲s̲'","Dakelh"
"ṯs̠ʼ","t̲s̲’","Dakelh,Dane-Ẕaa"
"ṯs̠ˈ","t̲s̲'","Dakelh"
"ṯs̠ˈ","t̲s̲’","Dakelh,Dane-Ẕaa"
"ṯs̠̒","t̲s̲'","Dakelh"
"ṯs̠̒","t̲s̲’","Dakelh,Dane-Ẕaa"
"ṯs̠̓","t̲s̲'","Dakelh"
"ṯs̠̓","t̲s̲’","Dakelh,Dane-Ẕaa"
"ṯs̠̔","t̲s̲'","Dakelh"
"ṯs̠̔","t̲s̲’","Dakelh,Dane-Ẕaa"
"ṯs̠̕","t̲s̲'","Dakelh"
"ṯs̠̕","t̲s̲’","Dakelh,Dane-Ẕaa"
"ṯs̠՚","t̲s̲'","Dakelh"
"ṯs̠՚","t̲s̲’","Dakelh,Dane-Ẕaa"
"ṯs̠’","t̲s̲'","Dakelh"
"ṯs̠’","t̲s̲’","Dakelh,Dane-Ẕaa"
"ṯs̠＇","t̲s̲'","Dakelh"
"ṯs̠＇","t̲s̲’","Dakelh,Dane-Ẕaa"
